Id,date,Calories,day,
1644430081,15-04-2016,2750,Friday,
1644430081,16-04-2016,3493,Saturday,
1644430081,17-04-2016,3011,Sunday,
1644430081,18-04-2016,2806,Monday,
1644430081,19-04-2016,3300,Tuesday,
1644430081,20-04-2016,2430,Wednesday,
1644430081,21-04-2016,2140,Thursday,
1644430081,22-04-2016,2344,Friday,
1644430081,23-04-2016,2677,Saturday,
1644430081,24-04-2016,2413,Sunday,
1644430081,25-04-2016,2497,Monday,
1644430081,26-04-2016,3123,Tuesday,
1644430081,27-04-2016,2489,Wednesday,
1644430081,28-04-2016,3108,Thursday,
1644430081,29-04-2016,2498,Friday,
1644430081,30-04-2016,3846,Saturday,
1644430081,01-05-2016,2696,Sunday,
1644430081,02-05-2016,2580,Monday,
1644430081,03-05-2016,3324,Tuesday,
1644430081,04-05-2016,2222,Wednesday,
1644430081,05-05-2016,2463,Thursday,
1644430081,06-05-2016,3328,Friday,
1644430081,07-05-2016,3404,Saturday,
1644430081,08-05-2016,2987,Sunday,
1644430081,09-05-2016,3008,Monday,
1644430081,10-05-2016,2799,Tuesday,
1644430081,11-05-2016,1276,Wednesday,
1844505072,12-04-2016,2030,Tuesday,
1844505072,13-04-2016,1860,Wednesday,
1844505072,14-04-2016,2130,Thursday,
1844505072,15-04-2016,1725,Friday,
1844505072,16-04-2016,1657,Saturday,
1844505072,17-04-2016,1793,Sunday,
1844505072,18-04-2016,1814,Monday,
1844505072,19-04-2016,1366,Tuesday,
1844505072,20-04-2016,1349,Wednesday,
1844505072,21-04-2016,2062,Thursday,
1844505072,22-04-2016,1827,Friday,
1844505072,23-04-2016,1645,Saturday,
1844505072,24-04-2016,1347,Sunday,
1844505072,25-04-2016,1347,Monday,
1844505072,26-04-2016,1347,Tuesday,
1844505072,27-04-2016,1348,Wednesday,
1844505072,28-04-2016,1992,Thursday,
1844505072,29-04-2016,1856,Friday,
1844505072,30-04-2016,1763,Saturday,
1844505072,01-05-2016,1541,Sunday,
1844505072,02-05-2016,1348,Monday,
1844505072,03-05-2016,1742,Tuesday,
1844505072,04-05-2016,1549,Wednesday,
1844505072,05-05-2016,1589,Thursday,
1844505072,06-05-2016,1351,Friday,
1844505072,07-05-2016,1347,Saturday,
1844505072,08-05-2016,1347,Sunday,
1844505072,09-05-2016,1347,Monday,
1844505072,10-05-2016,1347,Tuesday,
1844505072,11-05-2016,1347,Wednesday,
1844505072,12-05-2016,665,Thursday,
1927972279,12-04-2016,2220,Tuesday,
1927972279,13-04-2016,2151,Wednesday,
1927972279,14-04-2016,2383,Thursday,
1927972279,15-04-2016,2221,Friday,
1927972279,16-04-2016,2064,Saturday,
1927972279,17-04-2016,2063,Sunday,
1927972279,18-04-2016,2111,Monday,
1927972279,19-04-2016,2063,Tuesday,
1927972279,20-04-2016,2063,Wednesday,
1927972279,21-04-2016,2064,Thursday,
1927972279,22-04-2016,2093,Friday,
1927972279,23-04-2016,2499,Saturday,
1927972279,24-04-2016,2324,Sunday,
1927972279,25-04-2016,2100,Monday,
1927972279,26-04-2016,2638,Tuesday,
1927972279,27-04-2016,2063,Wednesday,
1927972279,28-04-2016,2351,Thursday,
1927972279,29-04-2016,2063,Friday,
1927972279,30-04-2016,2064,Saturday,
1927972279,01-05-2016,2411,Sunday,
1927972279,02-05-2016,2505,Monday,
1927972279,03-05-2016,2195,Tuesday,
1927972279,04-05-2016,2338,Wednesday,
1927972279,05-05-2016,2063,Thursday,
1927972279,06-05-2016,2383,Friday,
1927972279,07-05-2016,2229,Saturday,
1927972279,08-05-2016,2063,Sunday,
1927972279,09-05-2016,2063,Monday,
1927972279,10-05-2016,2063,Tuesday,
1927972279,11-05-2016,2063,Wednesday,
1927972279,12-05-2016,1383,Thursday,
2022484408,12-04-2016,2390,Tuesday,
2022484408,13-04-2016,2601,Wednesday,
2022484408,14-04-2016,2312,Thursday,
2022484408,15-04-2016,2525,Friday,
2022484408,16-04-2016,2177,Saturday,
2022484408,17-04-2016,2782,Sunday,
2022484408,18-04-2016,2770,Monday,
2022484408,19-04-2016,2489,Tuesday,
2022484408,20-04-2016,2897,Wednesday,
2022484408,21-04-2016,3158,Thursday,
2022484408,22-04-2016,2638,Friday,
2022484408,23-04-2016,2069,Saturday,
2022484408,24-04-2016,2529,Sunday,
2022484408,25-04-2016,2470,Monday,
2022484408,26-04-2016,2793,Tuesday,
2022484408,27-04-2016,2463,Wednesday,
2022484408,28-04-2016,2296,Thursday,
2022484408,29-04-2016,2611,Friday,
2022484408,30-04-2016,2732,Saturday,
2022484408,01-05-2016,2380,Sunday,
2022484408,02-05-2016,2473,Monday,
2022484408,03-05-2016,2752,Tuesday,
2022484408,04-05-2016,2649,Wednesday,
2022484408,05-05-2016,2609,Thursday,
2022484408,06-05-2016,2498,Friday,
2022484408,07-05-2016,1995,Saturday,
2022484408,08-05-2016,1848,Sunday,
2022484408,09-05-2016,2709,Monday,
2022484408,10-05-2016,2797,Tuesday,
2022484408,11-05-2016,2544,Wednesday,
2022484408,12-05-2016,1853,Thursday,
2026352035,12-04-2016,1459,Tuesday,
2026352035,13-04-2016,1521,Wednesday,
2026352035,14-04-2016,1431,Thursday,
2026352035,15-04-2016,1444,Friday,
2026352035,16-04-2016,1373,Saturday,
2026352035,17-04-2016,1214,Sunday,
2026352035,18-04-2016,1419,Monday,
2026352035,19-04-2016,1356,Tuesday,
2026352035,20-04-2016,1667,Wednesday,
2026352035,21-04-2016,1370,Thursday,
2026352035,22-04-2016,1399,Friday,
2026352035,23-04-2016,1916,Saturday,
2026352035,24-04-2016,1401,Sunday,
2026352035,25-04-2016,1576,Monday,
2026352035,26-04-2016,1595,Tuesday,
2026352035,27-04-2016,1593,Wednesday,
2026352035,28-04-2016,1649,Thursday,
2026352035,29-04-2016,1692,Friday,
2026352035,30-04-2016,1506,Saturday,
2026352035,01-05-2016,1447,Sunday,
2026352035,02-05-2016,1690,Monday,
2026352035,03-05-2016,1604,Tuesday,
2026352035,04-05-2016,1658,Wednesday,
2026352035,05-05-2016,1926,Thursday,
2026352035,06-05-2016,1736,Friday,
2026352035,07-05-2016,1491,Saturday,
2026352035,08-05-2016,1555,Sunday,
2026352035,09-05-2016,1869,Monday,
2026352035,10-05-2016,1141,Tuesday,
2026352035,11-05-2016,1698,Wednesday,
2026352035,12-05-2016,1364,Thursday,
2320127002,12-04-2016,2124,Tuesday,
2320127002,13-04-2016,2003,Wednesday,
2320127002,14-04-2016,1696,Thursday,
2320127002,15-04-2016,1801,Friday,
2320127002,16-04-2016,1724,Saturday,
2320127002,17-04-2016,1852,Sunday,
2320127002,18-04-2016,1905,Monday,
2320127002,19-04-2016,1811,Tuesday,
2320127002,20-04-2016,1922,Wednesday,
2320127002,21-04-2016,1610,Thursday,
2320127002,22-04-2016,1851,Friday,
2320127002,23-04-2016,1804,Saturday,
2320127002,24-04-2016,1725,Sunday,
2320127002,25-04-2016,1654,Monday,
2320127002,26-04-2016,1632,Tuesday,
2320127002,27-04-2016,1481,Wednesday,
2320127002,28-04-2016,1473,Thursday,
2320127002,29-04-2016,1410,Friday,
2320127002,30-04-2016,1779,Saturday,
2320127002,01-05-2016,1403,Sunday,
2320127002,02-05-2016,1613,Monday,
2320127002,03-05-2016,1878,Tuesday,
2320127002,04-05-2016,1426,Wednesday,
2320127002,05-05-2016,1780,Thursday,
2320127002,06-05-2016,1742,Friday,
2320127002,07-05-2016,1972,Saturday,
2320127002,08-05-2016,1821,Sunday,
2320127002,09-05-2016,1630,Monday,
2320127002,10-05-2016,1899,Tuesday,
2320127002,11-05-2016,1903,Wednesday,
2320127002,12-05-2016,1125,Thursday,
2347167796,12-04-2016,2344,Tuesday,
2347167796,13-04-2016,2038,Wednesday,
2347167796,14-04-2016,2010,Thursday,
2347167796,15-04-2016,2133,Friday,
2347167796,16-04-2016,2670,Saturday,
2347167796,17-04-2016,1882,Sunday,
2347167796,18-04-2016,1944,Monday,
2347167796,19-04-2016,2346,Tuesday,
2347167796,20-04-2016,2198,Wednesday,
2347167796,21-04-2016,2048,Thursday,
2347167796,22-04-2016,1946,Friday,
2347167796,23-04-2016,2629,Saturday,
2347167796,24-04-2016,2187,Sunday,
2347167796,25-04-2016,2095,Monday,
2347167796,26-04-2016,1861,Tuesday,
2347167796,27-04-2016,2194,Wednesday,
2347167796,28-04-2016,1854,Thursday,
2347167796,29-04-2016,403,Friday,
2873212765,12-04-2016,1982,Tuesday,
2873212765,13-04-2016,2004,Wednesday,
2873212765,14-04-2016,1893,Thursday,
2873212765,15-04-2016,2063,Friday,
2873212765,16-04-2016,2148,Saturday,
2873212765,17-04-2016,1529,Sunday,
2873212765,18-04-2016,1890,Monday,
2873212765,19-04-2016,1956,Tuesday,
2873212765,20-04-2016,2094,Wednesday,
2873212765,21-04-2016,1970,Thursday,
2873212765,22-04-2016,2241,Friday,
2873212765,23-04-2016,2021,Saturday,
2873212765,24-04-2016,1898,Sunday,
2873212765,25-04-2016,1907,Monday,
2873212765,26-04-2016,1882,Tuesday,
2873212765,27-04-2016,1966,Wednesday,
2873212765,28-04-2016,1835,Thursday,
2873212765,29-04-2016,1780,Friday,
2873212765,30-04-2016,1830,Saturday,
2873212765,01-05-2016,1739,Sunday,
2873212765,02-05-2016,1878,Monday,
2873212765,03-05-2016,1906,Tuesday,
2873212765,04-05-2016,2015,Wednesday,
2873212765,05-05-2016,1971,Thursday,
2873212765,06-05-2016,1910,Friday,
2873212765,07-05-2016,1897,Saturday,
2873212765,08-05-2016,2096,Sunday,
2873212765,09-05-2016,1906,Monday,
2873212765,10-05-2016,1962,Tuesday,
2873212765,11-05-2016,1826,Wednesday,
2873212765,12-05-2016,1431,Thursday,
3372868164,12-04-2016,1788,Tuesday,
3372868164,13-04-2016,2093,Wednesday,
3372868164,14-04-2016,2065,Thursday,
3372868164,15-04-2016,1908,Friday,
3372868164,16-04-2016,1908,Saturday,
3372868164,17-04-2016,1964,Sunday,
3372868164,18-04-2016,2014,Monday,
3372868164,19-04-2016,1985,Tuesday,
3372868164,20-04-2016,1867,Wednesday,
3372868164,21-04-2016,2124,Thursday,
3372868164,22-04-2016,1669,Friday,
3372868164,23-04-2016,1995,Saturday,
3372868164,24-04-2016,1921,Sunday,
3372868164,25-04-2016,2010,Monday,
3372868164,26-04-2016,2057,Tuesday,
3372868164,27-04-2016,2095,Wednesday,
3372868164,28-04-2016,1972,Thursday,
3372868164,29-04-2016,2044,Friday,
3372868164,30-04-2016,1946,Saturday,
3372868164,01-05-2016,1237,Sunday,
3977333714,12-04-2016,1450,Tuesday,
3977333714,13-04-2016,1495,Wednesday,
3977333714,14-04-2016,1433,Thursday,
3977333714,15-04-2016,1468,Friday,
3977333714,16-04-2016,1625,Saturday,
3977333714,17-04-2016,1529,Sunday,
3977333714,18-04-2016,1584,Monday,
3977333714,19-04-2016,1638,Tuesday,
3977333714,20-04-2016,1554,Wednesday,
3977333714,21-04-2016,1397,Thursday,
3977333714,22-04-2016,1481,Friday,
3977333714,23-04-2016,1638,Saturday,
3977333714,24-04-2016,1655,Sunday,
3977333714,25-04-2016,1570,Monday,
3977333714,26-04-2016,1551,Tuesday,
3977333714,27-04-2016,1377,Wednesday,
3977333714,28-04-2016,1407,Thursday,
3977333714,29-04-2016,1545,Friday,
3977333714,30-04-2016,1650,Saturday,
3977333714,01-05-2016,1501,Sunday,
3977333714,02-05-2016,1760,Monday,
3977333714,03-05-2016,1710,Tuesday,
3977333714,04-05-2016,1628,Wednesday,
3977333714,05-05-2016,1618,Thursday,
3977333714,06-05-2016,1590,Friday,
3977333714,07-05-2016,1574,Saturday,
3977333714,08-05-2016,1633,Sunday,
3977333714,09-05-2016,1667,Monday,
3977333714,10-05-2016,1630,Tuesday,
3977333714,11-05-2016,52,Wednesday,
4020332650,12-04-2016,3654,Tuesday,
4020332650,13-04-2016,1981,Wednesday,
4020332650,14-04-2016,2011,Thursday,
4020332650,15-04-2016,2951,Friday,
4020332650,16-04-2016,3051,Saturday,
4020332650,17-04-2016,1990,Sunday,
4020332650,18-04-2016,1995,Monday,
4020332650,19-04-2016,1980,Tuesday,
4020332650,20-04-2016,1980,Wednesday,
4020332650,21-04-2016,1980,Thursday,
4020332650,22-04-2016,1980,Friday,
4020332650,23-04-2016,1980,Saturday,
4020332650,24-04-2016,1980,Sunday,
4020332650,25-04-2016,1980,Monday,
4020332650,26-04-2016,1980,Tuesday,
4020332650,27-04-2016,1980,Wednesday,
4020332650,28-04-2016,1980,Thursday,
4020332650,29-04-2016,1980,Friday,
4020332650,30-04-2016,1980,Saturday,
4020332650,01-05-2016,1980,Sunday,
4020332650,02-05-2016,2207,Monday,
4020332650,03-05-2016,2828,Tuesday,
4020332650,04-05-2016,3879,Wednesday,
4020332650,05-05-2016,3429,Thursday,
4020332650,06-05-2016,2704,Friday,
4020332650,07-05-2016,2975,Saturday,
4020332650,08-05-2016,3089,Sunday,
4020332650,09-05-2016,2785,Monday,
4020332650,10-05-2016,2926,Tuesday,
4020332650,11-05-2016,2645,Wednesday,
4020332650,12-05-2016,1120,Thursday,
4057192912,12-04-2016,2286,Tuesday,
4057192912,13-04-2016,2306,Wednesday,
4057192912,14-04-2016,1776,Thursday,
4057192912,15-04-2016,1527,Friday,
4319703577,12-04-2016,2115,Tuesday,
4319703577,13-04-2016,2135,Wednesday,
4319703577,14-04-2016,2302,Thursday,
4319703577,15-04-2016,1985,Friday,
4319703577,16-04-2016,1884,Saturday,
4319703577,17-04-2016,1464,Sunday,
4319703577,18-04-2016,1632,Monday,
4319703577,19-04-2016,2200,Tuesday,
4319703577,20-04-2016,2220,Wednesday,
4319703577,21-04-2016,1792,Thursday,
4319703577,22-04-2016,1886,Friday,
4319703577,23-04-2016,1945,Saturday,
4319703577,24-04-2016,1880,Sunday,
4319703577,25-04-2016,2314,Monday,
4319703577,26-04-2016,2236,Tuesday,
4319703577,27-04-2016,2324,Wednesday,
4319703577,28-04-2016,2367,Thursday,
4319703577,29-04-2016,2175,Friday,
4319703577,30-04-2016,2092,Saturday,
4319703577,01-05-2016,1593,Sunday,
4319703577,02-05-2016,2270,Monday,
4319703577,03-05-2016,2235,Tuesday,
4319703577,04-05-2016,2282,Wednesday,
4319703577,05-05-2016,2530,Thursday,
4319703577,06-05-2016,2266,Friday,
4319703577,07-05-2016,2158,Saturday,
4319703577,08-05-2016,1792,Sunday,
4319703577,09-05-2016,2345,Monday,
4319703577,10-05-2016,2260,Tuesday,
4319703577,11-05-2016,2232,Wednesday,
4319703577,12-05-2016,257,Thursday,
4388161847,12-04-2016,2955,Tuesday,
4388161847,13-04-2016,3092,Wednesday,
4388161847,14-04-2016,2998,Thursday,
4388161847,15-04-2016,3066,Friday,
4388161847,16-04-2016,3073,Saturday,
4388161847,17-04-2016,2572,Sunday,
4388161847,18-04-2016,3274,Monday,
4388161847,19-04-2016,3015,Tuesday,
4388161847,20-04-2016,3083,Wednesday,
4388161847,21-04-2016,3069,Thursday,
4388161847,22-04-2016,3544,Friday,
4388161847,23-04-2016,3306,Saturday,
4388161847,24-04-2016,2885,Sunday,
4388161847,25-04-2016,3288,Monday,
4388161847,26-04-2016,2929,Tuesday,
4388161847,27-04-2016,3074,Wednesday,
4388161847,28-04-2016,2969,Thursday,
4388161847,29-04-2016,2979,Friday,
4388161847,30-04-2016,3283,Saturday,
4388161847,01-05-2016,2926,Sunday,
4388161847,02-05-2016,3147,Monday,
4388161847,03-05-2016,3290,Tuesday,
4388161847,04-05-2016,3162,Wednesday,
4388161847,05-05-2016,2899,Thursday,
4388161847,06-05-2016,3425,Friday,
4388161847,07-05-2016,4022,Saturday,
4388161847,08-05-2016,3934,Sunday,
4388161847,09-05-2016,3013,Monday,
4388161847,10-05-2016,3061,Tuesday,
4388161847,11-05-2016,2954,Wednesday,
4388161847,12-05-2016,1623,Thursday,
4445114986,12-04-2016,2113,Tuesday,
4445114986,13-04-2016,2095,Wednesday,
4445114986,14-04-2016,2194,Thursday,
4445114986,15-04-2016,2496,Friday,
4445114986,16-04-2016,2180,Saturday,
4445114986,17-04-2016,1933,Sunday,
4445114986,18-04-2016,2248,Monday,
4445114986,19-04-2016,1954,Tuesday,
4445114986,20-04-2016,1974,Wednesday,
4445114986,21-04-2016,2150,Thursday,
4445114986,22-04-2016,2432,Friday,
4445114986,23-04-2016,2149,Saturday,
4445114986,24-04-2016,2247,Sunday,
4445114986,25-04-2016,2070,Monday,
4445114986,26-04-2016,2291,Tuesday,
4445114986,27-04-2016,2361,Wednesday,
4445114986,28-04-2016,2203,Thursday,
4445114986,29-04-2016,2196,Friday,
4445114986,30-04-2016,2363,Saturday,
4445114986,01-05-2016,2246,Sunday,
4445114986,02-05-2016,2336,Monday,
4445114986,03-05-2016,2421,Tuesday,
4445114986,04-05-2016,2070,Wednesday,
4445114986,05-05-2016,2120,Thursday,
4445114986,06-05-2016,2211,Friday,
4445114986,07-05-2016,2123,Saturday,
4445114986,08-05-2016,2423,Sunday,
4445114986,09-05-2016,2281,Monday,
4445114986,10-05-2016,2181,Tuesday,
4445114986,11-05-2016,2499,Wednesday,
4445114986,12-05-2016,1212,Thursday,
4558609924,12-04-2016,1909,Tuesday,
4558609924,13-04-2016,1722,Wednesday,
4558609924,14-04-2016,1922,Thursday,
4558609924,15-04-2016,2121,Friday,
4558609924,16-04-2016,1997,Saturday,
4558609924,17-04-2016,2117,Sunday,
4558609924,18-04-2016,2116,Monday,
4558609924,19-04-2016,1876,Tuesday,
4558609924,20-04-2016,1788,Wednesday,
4558609924,21-04-2016,2486,Thursday,
4558609924,22-04-2016,2094,Friday,
4558609924,23-04-2016,2085,Saturday,
4558609924,24-04-2016,2173,Sunday,
4558609924,25-04-2016,2225,Monday,
4558609924,26-04-2016,2223,Tuesday,
4558609924,27-04-2016,2098,Wednesday,
4558609924,28-04-2016,2185,Thursday,
4558609924,29-04-2016,1918,Friday,
4558609924,30-04-2016,2105,Saturday,
4558609924,01-05-2016,1692,Sunday,
4558609924,02-05-2016,2066,Monday,
4558609924,03-05-2016,1953,Tuesday,
4558609924,04-05-2016,1842,Wednesday,
4558609924,05-05-2016,2262,Thursday,
4558609924,06-05-2016,1722,Friday,
4558609924,07-05-2016,1973,Saturday,
4558609924,08-05-2016,2666,Sunday,
4558609924,09-05-2016,2223,Monday,
4558609924,10-05-2016,1889,Tuesday,
4558609924,11-05-2016,2131,Wednesday,
4558609924,12-05-2016,1452,Thursday,
4702921684,12-04-2016,2947,Tuesday,
4702921684,13-04-2016,2898,Wednesday,
4702921684,14-04-2016,2984,Thursday,
4702921684,15-04-2016,2896,Friday,
4702921684,16-04-2016,3328,Saturday,
4702921684,17-04-2016,3394,Sunday,
4702921684,18-04-2016,3013,Monday,
4702921684,19-04-2016,2812,Tuesday,
4702921684,20-04-2016,3061,Wednesday,
4702921684,21-04-2016,2729,Thursday,
4702921684,22-04-2016,2241,Friday,
4702921684,23-04-2016,3691,Saturday,
4702921684,24-04-2016,3538,Sunday,
4702921684,25-04-2016,3064,Monday,
4702921684,26-04-2016,2784,Tuesday,
4702921684,27-04-2016,2908,Wednesday,
4702921684,28-04-2016,3033,Thursday,
4702921684,29-04-2016,3165,Friday,
4702921684,30-04-2016,3115,Saturday,
4702921684,01-05-2016,2017,Sunday,
4702921684,02-05-2016,2859,Monday,
4702921684,03-05-2016,3145,Tuesday,
4702921684,04-05-2016,3004,Wednesday,
4702921684,05-05-2016,3006,Thursday,
4702921684,06-05-2016,2859,Friday,
4702921684,07-05-2016,3683,Saturday,
4702921684,08-05-2016,3287,Sunday,
4702921684,09-05-2016,2990,Monday,
4702921684,10-05-2016,3172,Tuesday,
4702921684,11-05-2016,3069,Wednesday,
4702921684,12-05-2016,1240,Thursday,
5553957443,12-04-2016,2026,Tuesday,
5553957443,13-04-2016,1718,Wednesday,
5553957443,14-04-2016,2324,Thursday,
5553957443,15-04-2016,2254,Friday,
5553957443,16-04-2016,1831,Saturday,
5553957443,17-04-2016,1397,Sunday,
5553957443,18-04-2016,1683,Monday,
5553957443,19-04-2016,2284,Tuesday,
5553957443,20-04-2016,1570,Wednesday,
5553957443,21-04-2016,2066,Thursday,
5553957443,22-04-2016,2105,Friday,
5553957443,23-04-2016,1776,Saturday,
5553957443,24-04-2016,1507,Sunday,
5553957443,25-04-2016,2033,Monday,
5553957443,26-04-2016,2093,Tuesday,
5553957443,27-04-2016,1922,Wednesday,
5553957443,28-04-2016,1999,Thursday,
5553957443,29-04-2016,2169,Friday,
5553957443,30-04-2016,1463,Saturday,
5553957443,01-05-2016,1747,Sunday,
5553957443,02-05-2016,1996,Monday,
5553957443,03-05-2016,2116,Tuesday,
5553957443,04-05-2016,1698,Wednesday,
5553957443,05-05-2016,2156,Thursday,
5553957443,06-05-2016,1916,Friday,
5553957443,07-05-2016,1494,Saturday,
5553957443,08-05-2016,1762,Sunday,
5553957443,09-05-2016,2272,Monday,
5553957443,10-05-2016,2335,Tuesday,
5553957443,11-05-2016,1693,Wednesday,
5553957443,12-05-2016,741,Thursday,
5577150313,12-04-2016,3405,Tuesday,
5577150313,13-04-2016,2551,Wednesday,
5577150313,14-04-2016,4022,Thursday,
5577150313,15-04-2016,4005,Friday,
5577150313,16-04-2016,4274,Saturday,
5577150313,17-04-2016,4552,Sunday,
5577150313,18-04-2016,3625,Monday,
5577150313,19-04-2016,3501,Tuesday,
5577150313,20-04-2016,3192,Wednesday,
5577150313,21-04-2016,4018,Thursday,
5577150313,22-04-2016,3329,Friday,
5577150313,23-04-2016,3152,Saturday,
5577150313,24-04-2016,4392,Sunday,
5577150313,25-04-2016,3374,Monday,
5577150313,26-04-2016,3088,Tuesday,
5577150313,27-04-2016,3294,Wednesday,
5577150313,28-04-2016,3580,Thursday,
5577150313,29-04-2016,3544,Friday,
5577150313,30-04-2016,4501,Saturday,
5577150313,01-05-2016,4546,Sunday,
5577150313,02-05-2016,3014,Monday,
5577150313,03-05-2016,3795,Tuesday,
5577150313,04-05-2016,2755,Wednesday,
5577150313,05-05-2016,3004,Thursday,
5577150313,06-05-2016,2643,Friday,
5577150313,07-05-2016,1819,Saturday,
5577150313,08-05-2016,1819,Sunday,
5577150313,09-05-2016,2489,Monday,
5577150313,10-05-2016,3841,Tuesday,
5577150313,11-05-2016,1665,Wednesday,
6117666160,12-04-2016,1496,Tuesday,
6117666160,13-04-2016,1496,Wednesday,
6117666160,14-04-2016,1496,Thursday,
6117666160,15-04-2016,2865,Friday,
6117666160,16-04-2016,2828,Saturday,
6117666160,17-04-2016,2225,Sunday,
6117666160,18-04-2016,2018,Monday,
6117666160,19-04-2016,2606,Tuesday,
6117666160,20-04-2016,2536,Wednesday,
6117666160,21-04-2016,4900,Thursday,
6117666160,22-04-2016,2409,Friday,
6117666160,23-04-2016,2651,Saturday,
6117666160,24-04-2016,2305,Sunday,
6117666160,25-04-2016,1497,Monday,
6117666160,26-04-2016,2450,Tuesday,
6117666160,27-04-2016,2576,Wednesday,
6117666160,28-04-2016,1879,Thursday,
6117666160,29-04-2016,2560,Friday,
6117666160,30-04-2016,2275,Saturday,
6117666160,01-05-2016,2361,Sunday,
6117666160,02-05-2016,2044,Monday,
6117666160,03-05-2016,1496,Tuesday,
6117666160,04-05-2016,1902,Wednesday,
6117666160,05-05-2016,2636,Thursday,
6117666160,06-05-2016,1838,Friday,
6117666160,07-05-2016,2469,Saturday,
6117666160,08-05-2016,2250,Sunday,
6117666160,09-05-2016,1248,Monday,
6290855005,12-04-2016,2560,Tuesday,
6290855005,13-04-2016,2905,Wednesday,
6290855005,14-04-2016,2952,Thursday,
6290855005,15-04-2016,2896,Friday,
6290855005,16-04-2016,2783,Saturday,
6290855005,17-04-2016,3171,Sunday,
6290855005,18-04-2016,2766,Monday,
6290855005,19-04-2016,2839,Tuesday,
6290855005,20-04-2016,2701,Wednesday,
6290855005,21-04-2016,2060,Thursday,
6290855005,22-04-2016,2796,Friday,
6290855005,23-04-2016,2664,Saturday,
6290855005,24-04-2016,2703,Sunday,
6290855005,25-04-2016,2771,Monday,
6290855005,26-04-2016,2060,Tuesday,
6290855005,27-04-2016,2743,Wednesday,
6290855005,28-04-2016,2687,Thursday,
6290855005,29-04-2016,2060,Friday,
6290855005,30-04-2016,2843,Saturday,
6290855005,01-05-2016,3327,Sunday,
6290855005,02-05-2016,2725,Monday,
6290855005,03-05-2016,2671,Tuesday,
6290855005,04-05-2016,2718,Wednesday,
6290855005,05-05-2016,2682,Thursday,
6290855005,06-05-2016,2806,Friday,
6290855005,07-05-2016,2613,Saturday,
6290855005,08-05-2016,2712,Sunday,
6290855005,09-05-2016,2175,Monday,
6290855005,10-05-2016,0,Tuesday,
6775888955,12-04-2016,1841,Tuesday,
6775888955,13-04-2016,2400,Wednesday,
6775888955,14-04-2016,2507,Thursday,
6775888955,15-04-2016,2127,Friday,
6775888955,16-04-2016,2225,Saturday,
6775888955,17-04-2016,2067,Sunday,
6775888955,18-04-2016,2798,Monday,
6775888955,19-04-2016,1841,Tuesday,
6775888955,20-04-2016,3727,Wednesday,
