"id","date","tota_act_min"
4702921684,2016-04-13,1035
4702921684,2016-04-14,1043
4702921684,2016-04-15,1209
4702921684,2016-04-16,918
4702921684,2016-04-17,817
4702921684,2016-04-18,1133
4702921684,2016-04-19,954
4702921684,2016-04-20,1008
4702921684,2016-04-21,1090
4702921684,2016-04-22,1413
4702921684,2016-04-23,952
4702921684,2016-04-24,933
4702921684,2016-04-25,1021
4702921684,2016-04-26,990
4702921684,2016-04-27,988
4702921684,2016-04-28,993
4702921684,2016-04-29,990
4702921684,2016-04-30,1031
4702921684,2016-05-01,1440
4702921684,2016-05-02,1371
4702921684,2016-05-03,1042
4702921684,2016-05-04,1027
4702921684,2016-05-05,999
4702921684,2016-05-06,906
4702921684,2016-05-07,1067
4702921684,2016-05-08,1345
4702921684,2016-05-09,1011
4702921684,2016-05-10,1001
4702921684,2016-05-11,1070
4702921684,2016-05-12,309
5553957443,2016-04-12,1076
5553957443,2016-04-13,873
5553957443,2016-04-14,1051
5553957443,2016-04-15,1024
5553957443,2016-04-16,809
5553957443,2016-04-17,989
5553957443,2016-04-18,828
5553957443,2016-04-19,1102
5553957443,2016-04-20,746
5553957443,2016-04-21,1067
5553957443,2016-04-22,1092
5553957443,2016-04-23,715
5553957443,2016-04-24,686
5553957443,2016-04-25,995
5553957443,2016-04-26,1046
5553957443,2016-04-27,983
5553957443,2016-04-28,954
5553957443,2016-04-29,1040
5553957443,2016-04-30,590
5553957443,2016-05-01,673
5553957443,2016-05-02,983
5553957443,2016-05-03,1114
5553957443,2016-05-04,875
5553957443,2016-05-05,1006
5553957443,2016-05-06,1020
5553957443,2016-05-07,998
5553957443,2016-05-08,726
5553957443,2016-05-09,999
5553957443,2016-05-10,1073
5553957443,2016-05-11,823
5553957443,2016-05-12,284
5577150313,2016-04-12,970
5577150313,2016-04-13,946
5577150313,2016-04-14,986
5577150313,2016-04-15,1063
5577150313,2016-04-16,870
5577150313,2016-04-17,921
5577150313,2016-04-18,899
5577150313,2016-04-19,975
5577150313,2016-04-20,989
5577150313,2016-04-21,1029
5577150313,2016-04-22,1115
5577150313,2016-04-23,898
5577150313,2016-04-24,841
5577150313,2016-04-25,1056
5577150313,2016-04-26,1010
5577150313,2016-04-27,1042
5577150313,2016-04-28,983
5577150313,2016-04-29,1037
5577150313,2016-04-30,1036
5577150313,2016-05-01,943
5577150313,2016-05-02,1024
5577150313,2016-05-03,897
5577150313,2016-05-04,806
5577150313,2016-05-05,1362
5577150313,2016-05-06,1440
5577150313,2016-05-07,1440
5577150313,2016-05-08,1440
5577150313,2016-05-09,1214
5577150313,2016-05-10,974
5577150313,2016-05-11,380
6117666160,2016-04-12,1440
6117666160,2016-04-13,1440
6117666160,2016-04-14,1440
6117666160,2016-04-15,1440
6117666160,2016-04-16,1042
6117666160,2016-04-17,1014
6117666160,2016-04-18,1000
6117666160,2016-04-19,905
6117666160,2016-04-20,972
6117666160,2016-04-21,903
6117666160,2016-04-22,815
6117666160,2016-04-23,980
6117666160,2016-04-24,1073
6117666160,2016-04-25,1440
6117666160,2016-04-26,1436
6117666160,2016-04-27,875
6117666160,2016-04-28,899
6117666160,2016-04-29,940
6117666160,2016-04-30,1383
6117666160,2016-05-01,922
6117666160,2016-05-02,1440
6117666160,2016-05-03,1440
6117666160,2016-05-04,1435
6117666160,2016-05-05,966
6117666160,2016-05-06,806
6117666160,2016-05-07,868
6117666160,2016-05-08,835
6117666160,2016-05-09,322
6290855005,2016-04-12,1440
6290855005,2016-04-13,1440
6290855005,2016-04-14,1440
6290855005,2016-04-15,1440
6290855005,2016-04-16,1440
6290855005,2016-04-17,1440
6290855005,2016-04-18,1440
6290855005,2016-04-19,1440
6290855005,2016-04-20,1440
6290855005,2016-04-21,1440
6290855005,2016-04-22,1440
6290855005,2016-04-23,1440
6290855005,2016-04-24,1440
6290855005,2016-04-25,1440
6290855005,2016-04-26,1440
6290855005,2016-04-27,1440
6290855005,2016-04-28,1440
6290855005,2016-04-29,1440
6290855005,2016-04-30,1440
6290855005,2016-05-01,1440
6290855005,2016-05-02,1440
6290855005,2016-05-03,1440
6290855005,2016-05-04,1440
6290855005,2016-05-05,1440
6290855005,2016-05-06,1440
6290855005,2016-05-07,1440
6290855005,2016-05-08,1440
6290855005,2016-05-09,1064
6290855005,2016-05-10,1440
6775888955,2016-04-12,1440
6775888955,2016-04-13,1173
6775888955,2016-04-14,1006
6775888955,2016-04-15,1034
6775888955,2016-04-16,1440
6775888955,2016-04-17,1440
6775888955,2016-04-18,1440
6775888955,2016-04-19,1440
6775888955,2016-04-20,1440
6775888955,2016-04-21,1440
6775888955,2016-04-22,1440
6775888955,2016-04-23,1440
6775888955,2016-04-24,1440
6775888955,2016-04-25,1440
6775888955,2016-04-26,1440
6775888955,2016-04-27,1440
6775888955,2016-04-28,1440
6775888955,2016-04-29,1440
6775888955,2016-04-30,1440
6775888955,2016-05-01,1440
6775888955,2016-05-02,1440
6775888955,2016-05-03,1440
6775888955,2016-05-04,1440
6775888955,2016-05-05,1440
6775888955,2016-05-06,1440
6775888955,2016-05-07,607
6962181067,2016-04-12,1049
6962181067,2016-04-13,722
6962181067,2016-04-14,948
6962181067,2016-04-15,1054
6962181067,2016-04-16,1074
6962181067,2016-04-17,947
6962181067,2016-04-18,982
6962181067,2016-04-19,930
6962181067,2016-04-20,988
6962181067,2016-04-21,1002
6962181067,2016-04-22,962
6962181067,2016-04-23,930
6962181067,2016-04-24,919
6962181067,2016-04-25,985
6962181067,2016-04-26,977
6962181067,2016-04-27,1021
6962181067,2016-04-28,955
6962181067,2016-04-29,1041
6962181067,2016-04-30,1016
6962181067,2016-05-01,937
6962181067,2016-05-02,1025
6962181067,2016-05-03,978
6962181067,2016-05-04,1018
6962181067,2016-05-05,932
6962181067,2016-05-06,1016
6962181067,2016-05-07,1073
6962181067,2016-05-08,874
6962181067,2016-05-09,902
6962181067,2016-05-10,997
6962181067,2016-05-11,939
6962181067,2016-05-12,240
7007744171,2016-04-12,1440
7007744171,2016-04-13,1440
7007744171,2016-04-14,1440
7007744171,2016-04-15,1440
7007744171,2016-04-16,1358
7007744171,2016-04-17,1440
7007744171,2016-04-18,1440
7007744171,2016-04-19,1440
7007744171,2016-04-20,1440
7007744171,2016-04-21,1440
7007744171,2016-04-22,1440
7007744171,2016-04-23,1440
7007744171,2016-04-24,1440
7007744171,2016-04-25,1440
7007744171,2016-04-26,1440
7007744171,2016-04-27,1440
7007744171,2016-04-28,1440
7007744171,2016-04-29,1440
7007744171,2016-04-30,1440
7007744171,2016-05-01,1379
7007744171,2016-05-02,1440
7007744171,2016-05-03,1440
7007744171,2016-05-04,1440
7007744171,2016-05-05,1440
7007744171,2016-05-06,1440
7007744171,2016-05-07,111
7086361926,2016-04-12,963
7086361926,2016-04-13,956
7086361926,2016-04-14,1043
7086361926,2016-04-15,1054
7086361926,2016-04-16,1440
7086361926,2016-04-17,1440
7086361926,2016-04-18,1362
7086361926,2016-04-19,931
7086361926,2016-04-20,1042
7086361926,2016-04-21,989
7086361926,2016-04-22,1032
7086361926,2016-04-23,1440
7086361926,2016-04-24,691
7086361926,2016-04-25,943
7086361926,2016-04-26,961
7086361926,2016-04-27,1035
7086361926,2016-04-28,1073
7086361926,2016-04-29,1440
7086361926,2016-04-30,951
7086361926,2016-05-01,988
7086361926,2016-05-02,968
7086361926,2016-05-03,1006
7086361926,2016-05-04,1035
7086361926,2016-05-05,1440
7086361926,2016-05-06,1107
7086361926,2016-05-07,892
7086361926,2016-05-08,901
7086361926,2016-05-09,1031
7086361926,2016-05-10,1383
7086361926,2016-05-11,982
7086361926,2016-05-12,410
8053475328,2016-04-12,1440
8053475328,2016-04-13,1440
8053475328,2016-04-14,1440
8053475328,2016-04-15,1440
8053475328,2016-04-16,1440
8053475328,2016-04-17,1440
8053475328,2016-04-18,1440
8053475328,2016-04-19,1440
8053475328,2016-04-20,947
8053475328,2016-04-21,1440
8053475328,2016-04-22,1440
8053475328,2016-04-23,1103
8053475328,2016-04-24,1440
8053475328,2016-04-25,1440
8053475328,2016-04-26,1440
8053475328,2016-04-27,1440
8053475328,2016-04-28,1440
8053475328,2016-04-29,1440
8053475328,2016-04-30,1440
8053475328,2016-05-01,1440
8053475328,2016-05-02,1440
8053475328,2016-05-03,1440
8053475328,2016-05-04,1440
8053475328,2016-05-05,1440
8053475328,2016-05-06,1440
8053475328,2016-05-07,1365
8053475328,2016-05-08,1440
8053475328,2016-05-09,1440
8053475328,2016-05-10,1440
8053475328,2016-05-11,1440
8053475328,2016-05-12,910
8253242879,2016-04-12,1440
8253242879,2016-04-13,1440
8253242879,2016-04-14,1440
8253242879,2016-04-15,1440
8253242879,2016-04-16,1440
8253242879,2016-04-17,1440
8253242879,2016-04-18,1440
8253242879,2016-04-19,1440
8253242879,2016-04-20,1440
8253242879,2016-04-21,1440
8253242879,2016-04-22,1440
8253242879,2016-04-23,1440
8253242879,2016-04-24,1440
8253242879,2016-04-25,1440
8253242879,2016-04-26,1440
8253242879,2016-04-27,1440
8253242879,2016-04-28,1440
8253242879,2016-04-29,1423
8253242879,2016-04-30,1440
8378563200,2016-04-12,959
8378563200,2016-04-13,979
8378563200,2016-04-14,1017
8378563200,2016-04-15,1002
8378563200,2016-04-16,790
8378563200,2016-04-17,692
8378563200,2016-04-18,1021
8378563200,2016-04-19,1030
8378563200,2016-04-20,1022
8378563200,2016-04-21,975
8378563200,2016-04-22,1053
8378563200,2016-04-23,905
8378563200,2016-04-24,869
8378563200,2016-04-25,966
8378563200,2016-04-26,862
8378563200,2016-04-27,876
8378563200,2016-04-28,871
8378563200,2016-04-29,949
8378563200,2016-04-30,901
8378563200,2016-05-01,877
8378563200,2016-05-02,1011
8378563200,2016-05-03,1108
8378563200,2016-05-04,876
8378563200,2016-05-05,1047
8378563200,2016-05-06,1076
8378563200,2016-05-07,1009
8378563200,2016-05-08,760
8378563200,2016-05-09,1027
8378563200,2016-05-10,1068
8378563200,2016-05-11,1029
8378563200,2016-05-12,549
8583815059,2016-04-12,1440
8583815059,2016-04-13,1440
8583815059,2016-04-14,1440
8583815059,2016-04-15,1440
8583815059,2016-04-16,1440
8583815059,2016-04-17,1440
8583815059,2016-04-18,1440
8583815059,2016-04-19,1440
8583815059,2016-04-20,1440
8583815059,2016-04-21,1440
8583815059,2016-04-22,1440
8583815059,2016-04-23,1440
8583815059,2016-04-24,1440
8583815059,2016-04-25,1440
8583815059,2016-04-26,1440
8583815059,2016-04-27,1440
8583815059,2016-04-28,1440
8583815059,2016-04-29,1440
8583815059,2016-04-30,1440
8583815059,2016-05-01,1440
8583815059,2016-05-02,1440
8583815059,2016-05-03,1440
8583815059,2016-05-04,1440
8583815059,2016-05-05,1440
8583815059,2016-05-06,1440
8583815059,2016-05-07,1440
8583815059,2016-05-08,1440
8583815059,2016-05-09,1440
8583815059,2016-05-10,1440
8583815059,2016-05-11,1359
8583815059,2016-05-12,1440
8792009665,2016-04-12,947
8792009665,2016-04-13,888
8792009665,2016-04-14,937
8792009665,2016-04-15,1063
8792009665,2016-04-16,1440
8792009665,2016-04-17,1440
8792009665,2016-04-18,1440
8792009665,2016-04-19,1440
8792009665,2016-04-20,893
8792009665,2016-04-21,1440
8792009665,2016-04-22,1033
8792009665,2016-04-23,1080
8792009665,2016-04-24,1440
8792009665,2016-04-25,1440
8792009665,2016-04-26,1440
8792009665,2016-04-27,1012
8792009665,2016-04-28,1024
8792009665,2016-04-29,1034
8792009665,2016-04-30,1080
8792009665,2016-05-01,913
8792009665,2016-05-02,1017
8792009665,2016-05-03,895
8792009665,2016-05-04,977
8792009665,2016-05-05,1440
8792009665,2016-05-06,1440
8792009665,2016-05-07,1440
8792009665,2016-05-08,1440
8792009665,2016-05-09,1440
8792009665,2016-05-10,48
8877689391,2016-04-12,1440
8877689391,2016-04-13,1440
8877689391,2016-04-14,1440
8877689391,2016-04-15,1440
8877689391,2016-04-16,1440
8877689391,2016-04-17,1440
8877689391,2016-04-18,1440
8877689391,2016-04-19,1440
8877689391,2016-04-20,1440
8877689391,2016-04-21,1440
8877689391,2016-04-22,1440
8877689391,2016-04-23,1440
8877689391,2016-04-24,1440
8877689391,2016-04-25,1440
8877689391,2016-04-26,1440
8877689391,2016-04-27,1440
8877689391,2016-04-28,1440
8877689391,2016-04-29,1440
8877689391,2016-04-30,1440
8877689391,2016-05-01,1440
8877689391,2016-05-02,1440
8877689391,2016-05-03,1440
8877689391,2016-05-04,1440
8877689391,2016-05-05,1440
8877689391,2016-05-06,1440
8877689391,2016-05-07,1440
8877689391,2016-05-08,1440
8877689391,2016-05-09,1440
8877689391,2016-05-10,1440
8877689391,2016-05-11,1440
8877689391,2016-05-12,931
