Id,Calories,date,time
1503960366,55,14-04-2016,07:00
1503960366,91,14-04-2016,08:00
1503960366,174,14-04-2016,09:00
1503960366,79,14-04-2016,10:00
1503960366,50,14-04-2016,11:00
1503960366,60,15-04-2016,12:00
1503960366,58,15-04-2016,01:00
1503960366,59,15-04-2016,02:00
1503960366,47,15-04-2016,03:00
1503960366,47,15-04-2016,04:00
1503960366,49,15-04-2016,05:00
1503960366,47,15-04-2016,06:00
1503960366,49,15-04-2016,07:00
1503960366,54,15-04-2016,08:00
1503960366,50,15-04-2016,09:00
1503960366,63,15-04-2016,10:00
1503960366,84,15-04-2016,11:00
1503960366,74,15-04-2016,12:00
1503960366,67,15-04-2016,01:00
1503960366,47,15-04-2016,02:00
1503960366,47,15-04-2016,03:00
1503960366,47,15-04-2016,04:00
1503960366,140,15-04-2016,05:00
1503960366,87,15-04-2016,06:00
1503960366,97,15-04-2016,07:00
1503960366,64,15-04-2016,08:00
1503960366,75,15-04-2016,09:00
1503960366,151,15-04-2016,10:00
1503960366,182,15-04-2016,11:00
1503960366,77,16-04-2016,12:00
1503960366,48,16-04-2016,01:00
1503960366,52,16-04-2016,02:00
1503960366,48,16-04-2016,03:00
1503960366,49,16-04-2016,04:00
1503960366,49,16-04-2016,05:00
1503960366,48,16-04-2016,06:00
1503960366,54,16-04-2016,07:00
1503960366,62,16-04-2016,08:00
1503960366,124,16-04-2016,09:00
1503960366,110,16-04-2016,10:00
1503960366,147,16-04-2016,11:00
1503960366,119,16-04-2016,12:00
1503960366,214,16-04-2016,01:00
1503960366,82,16-04-2016,02:00
1503960366,51,16-04-2016,03:00
1503960366,54,16-04-2016,04:00
1503960366,79,16-04-2016,05:00
1503960366,65,16-04-2016,06:00
1503960366,67,16-04-2016,07:00
1503960366,81,16-04-2016,08:00
1503960366,75,16-04-2016,09:00
1503960366,55,16-04-2016,10:00
1503960366,56,16-04-2016,11:00
1503960366,47,17-04-2016,12:00
1503960366,48,17-04-2016,01:00
1503960366,47,17-04-2016,02:00
1503960366,49,17-04-2016,03:00
1503960366,48,17-04-2016,04:00
1503960366,48,17-04-2016,05:00
1503960366,48,17-04-2016,06:00
1503960366,48,17-04-2016,07:00
1503960366,48,17-04-2016,08:00
1503960366,48,17-04-2016,09:00
1503960366,47,17-04-2016,10:00
1503960366,63,17-04-2016,11:00
1503960366,76,17-04-2016,12:00
1503960366,83,17-04-2016,01:00
1503960366,69,17-04-2016,02:00
1503960366,73,17-04-2016,03:00
1503960366,57,17-04-2016,04:00
1503960366,174,17-04-2016,05:00
1503960366,136,17-04-2016,06:00
1503960366,95,17-04-2016,07:00
1503960366,191,17-04-2016,08:00
1503960366,79,17-04-2016,09:00
1503960366,58,17-04-2016,10:00
1503960366,50,17-04-2016,11:00
1503960366,82,18-04-2016,12:00
1503960366,48,18-04-2016,01:00
1503960366,47,18-04-2016,02:00
1503960366,47,18-04-2016,03:00
1503960366,47,18-04-2016,04:00
1503960366,47,18-04-2016,05:00
1503960366,47,18-04-2016,06:00
1503960366,47,18-04-2016,07:00
1503960366,47,18-04-2016,08:00
1503960366,133,18-04-2016,09:00
1503960366,81,18-04-2016,10:00
1503960366,73,18-04-2016,11:00
1503960366,118,18-04-2016,12:00
1503960366,70,18-04-2016,01:00
1503960366,64,18-04-2016,02:00
1503960366,80,18-04-2016,03:00
1503960366,78,18-04-2016,04:00
1503960366,79,18-04-2016,05:00
1503960366,234,18-04-2016,06:00
1503960366,157,18-04-2016,07:00
1503960366,57,18-04-2016,08:00
1503960366,68,18-04-2016,09:00
1503960366,86,18-04-2016,10:00
1503960366,83,18-04-2016,11:00
1503960366,47,19-04-2016,12:00
1503960366,49,19-04-2016,01:00
1503960366,47,19-04-2016,02:00
1503960366,50,19-04-2016,03:00
1503960366,47,19-04-2016,04:00
1503960366,47,19-04-2016,05:00
1503960366,49,19-04-2016,06:00
1503960366,75,19-04-2016,07:00
1503960366,130,19-04-2016,08:00
1503960366,79,19-04-2016,09:00
1503960366,75,19-04-2016,10:00
1503960366,72,19-04-2016,11:00
1503960366,143,19-04-2016,12:00
1503960366,171,19-04-2016,01:00
1503960366,76,19-04-2016,02:00
1503960366,72,19-04-2016,03:00
1503960366,71,19-04-2016,04:00
1503960366,90,19-04-2016,05:00
1503960366,120,19-04-2016,06:00
1503960366,93,19-04-2016,07:00
1503960366,159,19-04-2016,08:00
1503960366,94,19-04-2016,09:00
1503960366,58,19-04-2016,10:00
1503960366,120,19-04-2016,11:00
1503960366,54,20-04-2016,12:00
1503960366,53,20-04-2016,01:00
1503960366,47,20-04-2016,02:00
1503960366,48,20-04-2016,03:00
1503960366,48,20-04-2016,04:00
1503960366,47,20-04-2016,05:00
1503960366,48,20-04-2016,06:00
1503960366,51,20-04-2016,07:00
1503960366,70,20-04-2016,08:00
1503960366,144,20-04-2016,09:00
1503960366,79,20-04-2016,10:00
1503960366,58,20-04-2016,11:00
1503960366,64,20-04-2016,12:00
1503960366,61,20-04-2016,01:00
1503960366,113,20-04-2016,02:00
1503960366,97,20-04-2016,03:00
1503960366,70,20-04-2016,04:00
1503960366,57,20-04-2016,05:00
1503960366,114,20-04-2016,06:00
1503960366,117,20-04-2016,07:00
1503960366,80,20-04-2016,08:00
1503960366,83,20-04-2016,09:00
1503960366,62,20-04-2016,10:00
1503960366,120,20-04-2016,11:00
1503960366,54,21-04-2016,12:00
1503960366,61,21-04-2016,01:00
1503960366,55,21-04-2016,02:00
1503960366,48,21-04-2016,03:00
1503960366,47,21-04-2016,04:00
1503960366,47,21-04-2016,05:00
1503960366,48,21-04-2016,06:00
1503960366,52,21-04-2016,07:00
1503960366,71,21-04-2016,08:00
1503960366,133,21-04-2016,09:00
1503960366,77,21-04-2016,10:00
1503960366,55,21-04-2016,11:00
1503960366,73,21-04-2016,12:00
1503960366,113,21-04-2016,01:00
1503960366,58,21-04-2016,02:00
1503960366,68,21-04-2016,03:00
1503960366,60,21-04-2016,04:00
1503960366,60,21-04-2016,05:00
1503960366,69,21-04-2016,06:00
1503960366,64,21-04-2016,07:00
1503960366,213,21-04-2016,08:00
1503960366,104,21-04-2016,09:00
1503960366,63,21-04-2016,10:00
1503960366,84,21-04-2016,11:00
1503960366,47,22-04-2016,12:00
1503960366,47,22-04-2016,01:00
1503960366,47,22-04-2016,02:00
1503960366,47,22-04-2016,03:00
1503960366,47,22-04-2016,04:00
1503960366,47,22-04-2016,05:00
1503960366,47,22-04-2016,06:00
1503960366,47,22-04-2016,07:00
1503960366,47,22-04-2016,08:00
1503960366,65,22-04-2016,09:00
1503960366,54,22-04-2016,10:00
1503960366,102,22-04-2016,11:00
1503960366,57,22-04-2016,12:00
1503960366,60,22-04-2016,01:00
1503960366,54,22-04-2016,02:00
1503960366,66,22-04-2016,03:00
1503960366,58,22-04-2016,04:00
1503960366,104,22-04-2016,05:00
1503960366,87,22-04-2016,06:00
1503960366,82,22-04-2016,07:00
1503960366,71,22-04-2016,08:00
1503960366,311,22-04-2016,09:00
1503960366,95,22-04-2016,10:00
1503960366,136,22-04-2016,11:00
1503960366,63,23-04-2016,12:00
1503960366,47,23-04-2016,01:00
1503960366,49,23-04-2016,02:00
1503960366,47,23-04-2016,03:00
1503960366,47,23-04-2016,04:00
1503960366,48,23-04-2016,05:00
1503960366,50,23-04-2016,06:00
1503960366,48,23-04-2016,07:00
1503960366,59,23-04-2016,08:00
1503960366,75,23-04-2016,09:00
1503960366,56,23-04-2016,10:00
1503960366,84,23-04-2016,11:00
1503960366,129,23-04-2016,12:00
1503960366,129,23-04-2016,01:00
1503960366,78,23-04-2016,02:00
1503960366,73,23-04-2016,03:00
1503960366,140,23-04-2016,04:00
1503960366,121,23-04-2016,05:00
1503960366,173,23-04-2016,06:00
1503960366,51,23-04-2016,07:00
1503960366,63,23-04-2016,08:00
1503960366,162,23-04-2016,09:00
1503960366,96,23-04-2016,10:00
1503960366,60,23-04-2016,11:00
1503960366,66,24-04-2016,12:00
1503960366,54,24-04-2016,01:00
1503960366,48,24-04-2016,02:00
1503960366,48,24-04-2016,03:00
1503960366,49,24-04-2016,04:00
1503960366,48,24-04-2016,05:00
1503960366,49,24-04-2016,06:00
1503960366,47,24-04-2016,07:00
1503960366,49,24-04-2016,08:00
1503960366,59,24-04-2016,09:00
1503960366,90,24-04-2016,10:00
1503960366,67,24-04-2016,11:00
1503960366,82,24-04-2016,12:00
1503960366,74,24-04-2016,01:00
1503960366,52,24-04-2016,02:00
1503960366,52,24-04-2016,03:00
1503960366,102,24-04-2016,04:00
1503960366,86,24-04-2016,05:00
1503960366,115,24-04-2016,06:00
1503960366,270,24-04-2016,07:00
1503960366,76,24-04-2016,08:00
1503960366,74,24-04-2016,09:00
1503960366,61,24-04-2016,10:00
1503960366,72,24-04-2016,11:00
1503960366,62,25-04-2016,12:00
1503960366,53,25-04-2016,01:00
1503960366,57,25-04-2016,02:00
1503960366,47,25-04-2016,03:00
1503960366,50,25-04-2016,04:00
1503960366,49,25-04-2016,05:00
1503960366,47,25-04-2016,06:00
1503960366,52,25-04-2016,07:00
1503960366,83,25-04-2016,08:00
1503960366,146,25-04-2016,09:00
1503960366,73,25-04-2016,10:00
1503960366,121,25-04-2016,11:00
1503960366,92,25-04-2016,12:00
1503960366,75,25-04-2016,01:00
1503960366,62,25-04-2016,02:00
1503960366,76,25-04-2016,03:00
1503960366,71,25-04-2016,04:00
1503960366,67,25-04-2016,05:00
1503960366,61,25-04-2016,06:00
1503960366,182,25-04-2016,07:00
1503960366,95,25-04-2016,08:00
1503960366,267,25-04-2016,09:00
1503960366,68,25-04-2016,10:00
1503960366,54,25-04-2016,11:00
1503960366,56,26-04-2016,12:00
1503960366,66,26-04-2016,01:00
1503960366,51,26-04-2016,02:00
1503960366,64,26-04-2016,03:00
1503960366,48,26-04-2016,04:00
1503960366,49,26-04-2016,05:00
1503960366,48,26-04-2016,06:00
1503960366,52,26-04-2016,07:00
1503960366,67,26-04-2016,08:00
1503960366,139,26-04-2016,09:00
1503960366,92,26-04-2016,10:00
1503960366,78,26-04-2016,11:00
1503960366,74,26-04-2016,12:00
1503960366,126,26-04-2016,01:00
1503960366,142,26-04-2016,02:00
1503960366,74,26-04-2016,03:00
1503960366,93,26-04-2016,04:00
1503960366,60,26-04-2016,05:00
1503960366,169,26-04-2016,06:00
1503960366,73,26-04-2016,07:00
1503960366,127,26-04-2016,08:00
1503960366,79,26-04-2016,09:00
1503960366,66,26-04-2016,10:00
1503960366,80,26-04-2016,11:00
1503960366,68,27-04-2016,12:00
1503960366,59,27-04-2016,01:00
1503960366,53,27-04-2016,02:00
1503960366,47,27-04-2016,03:00
1503960366,47,27-04-2016,04:00
1503960366,47,27-04-2016,05:00
1503960366,47,27-04-2016,06:00
1503960366,47,27-04-2016,07:00
1503960366,47,27-04-2016,08:00
1503960366,149,27-04-2016,09:00
1503960366,93,27-04-2016,10:00
1503960366,100,27-04-2016,11:00
1503960366,89,27-04-2016,12:00
1503960366,76,27-04-2016,01:00
1503960366,150,27-04-2016,02:00
1503960366,63,27-04-2016,03:00
1503960366,64,27-04-2016,04:00
1503960366,73,27-04-2016,05:00
1503960366,178,27-04-2016,06:00
1503960366,318,27-04-2016,07:00
1503960366,174,27-04-2016,08:00
1503960366,76,27-04-2016,09:00
1503960366,47,27-04-2016,10:00
1503960366,47,27-04-2016,11:00
1503960366,47,28-04-2016,12:00
1503960366,62,28-04-2016,01:00
1503960366,48,28-04-2016,02:00
1503960366,47,28-04-2016,03:00
1503960366,48,28-04-2016,04:00
1503960366,47,28-04-2016,05:00
1503960366,48,28-04-2016,06:00
1503960366,49,28-04-2016,07:00
1503960366,63,28-04-2016,08:00
1503960366,116,28-04-2016,09:00
1503960366,105,28-04-2016,10:00
1503960366,73,28-04-2016,11:00
1503960366,78,28-04-2016,12:00
1503960366,108,28-04-2016,01:00
1503960366,124,28-04-2016,02:00
1503960366,61,28-04-2016,03:00
1503960366,81,28-04-2016,04:00
1503960366,72,28-04-2016,05:00
1503960366,138,28-04-2016,06:00
1503960366,56,28-04-2016,07:00
1503960366,151,28-04-2016,08:00
1503960366,103,28-04-2016,09:00
1503960366,55,28-04-2016,10:00
1503960366,121,28-04-2016,11:00
1503960366,65,29-04-2016,12:00
1503960366,49,29-04-2016,01:00
1503960366,54,29-04-2016,02:00
1503960366,47,29-04-2016,03:00
1503960366,47,29-04-2016,04:00
1503960366,48,29-04-2016,05:00
1503960366,47,29-04-2016,06:00
1503960366,52,29-04-2016,07:00
1503960366,67,29-04-2016,08:00
1503960366,142,29-04-2016,09:00
1503960366,60,29-04-2016,10:00
1503960366,60,29-04-2016,11:00
1503960366,65,29-04-2016,12:00
1503960366,62,29-04-2016,01:00
1503960366,136,29-04-2016,02:00
1503960366,110,29-04-2016,03:00
1503960366,73,29-04-2016,04:00
1503960366,75,29-04-2016,05:00
1503960366,60,29-04-2016,06:00
1503960366,71,29-04-2016,07:00
1503960366,80,29-04-2016,08:00
1503960366,118,29-04-2016,09:00
1503960366,111,29-04-2016,10:00
1503960366,140,29-04-2016,11:00
1503960366,51,30-04-2016,12:00
1503960366,57,30-04-2016,01:00
1503960366,47,30-04-2016,02:00
1503960366,49,30-04-2016,03:00
1503960366,47,30-04-2016,04:00
1503960366,48,30-04-2016,05:00
1503960366,48,30-04-2016,06:00
1503960366,48,30-04-2016,07:00
1503960366,52,30-04-2016,08:00
1503960366,64,30-04-2016,09:00
1503960366,72,30-04-2016,10:00
1503960366,62,30-04-2016,11:00
1503960366,58,30-04-2016,12:00
1503960366,65,30-04-2016,01:00
1503960366,85,30-04-2016,02:00
1503960366,94,30-04-2016,03:00
1503960366,203,30-04-2016,04:00
1503960366,160,30-04-2016,05:00
1503960366,159,30-04-2016,06:00
1503960366,60,30-04-2016,07:00
1503960366,62,30-04-2016,08:00
1503960366,96,30-04-2016,09:00
1503960366,144,30-04-2016,10:00
1503960366,116,30-04-2016,11:00
1503960366,64,01-05-2016,12:00
1503960366,60,01-05-2016,01:00
1503960366,50,01-05-2016,02:00
1503960366,48,01-05-2016,03:00
1503960366,47,01-05-2016,04:00
1503960366,48,01-05-2016,05:00
1503960366,47,01-05-2016,06:00
1503960366,52,01-05-2016,07:00
1503960366,56,01-05-2016,08:00
1503960366,67,01-05-2016,09:00
1503960366,61,01-05-2016,10:00
1503960366,65,01-05-2016,11:00
1503960366,66,01-05-2016,12:00
1503960366,57,01-05-2016,01:00
1503960366,91,01-05-2016,02:00
1503960366,81,01-05-2016,03:00
1503960366,97,01-05-2016,04:00
1503960366,108,01-05-2016,05:00
1503960366,159,01-05-2016,06:00
1503960366,71,01-05-2016,07:00
1503960366,59,01-05-2016,08:00
1503960366,86,01-05-2016,09:00
1503960366,127,01-05-2016,10:00
1503960366,161,01-05-2016,11:00
1503960366,50,02-05-2016,12:00
1503960366,59,02-05-2016,01:00
1503960366,47,02-05-2016,02:00
1503960366,49,02-05-2016,03:00
1503960366,47,02-05-2016,04:00
1503960366,47,02-05-2016,05:00
1503960366,47,02-05-2016,06:00
1503960366,51,02-05-2016,07:00
1503960366,68,02-05-2016,08:00
1503960366,142,02-05-2016,09:00
1503960366,82,02-05-2016,10:00
1503960366,78,02-05-2016,11:00
1503960366,153,02-05-2016,12:00
1503960366,107,02-05-2016,01:00
1503960366,75,02-05-2016,02:00
1503960366,76,02-05-2016,03:00
1503960366,88,02-05-2016,04:00
1503960366,73,02-05-2016,05:00
1503960366,68,02-05-2016,06:00
1503960366,73,02-05-2016,07:00
1503960366,231,02-05-2016,08:00
1503960366,119,02-05-2016,09:00
1503960366,106,02-05-2016,10:00
1503960366,80,02-05-2016,11:00
1503960366,54,03-05-2016,12:00
1503960366,58,03-05-2016,01:00
1503960366,49,03-05-2016,02:00
1503960366,57,03-05-2016,03:00
1503960366,47,03-05-2016,04:00
1503960366,47,03-05-2016,05:00
1503960366,50,03-05-2016,06:00
1503960366,51,03-05-2016,07:00
1503960366,64,03-05-2016,08:00
1503960366,114,03-05-2016,09:00
1503960366,99,03-05-2016,10:00
1503960366,74,03-05-2016,11:00
1503960366,81,03-05-2016,12:00
1503960366,83,03-05-2016,01:00
1503960366,88,03-05-2016,02:00
1503960366,136,03-05-2016,03:00
1503960366,103,03-05-2016,04:00
1503960366,89,03-05-2016,05:00
1503960366,191,03-05-2016,06:00
1503960366,58,03-05-2016,07:00
1503960366,50,03-05-2016,08:00
1503960366,109,03-05-2016,09:00
1503960366,163,03-05-2016,10:00
1503960366,77,03-05-2016,11:00
1503960366,79,04-05-2016,12:00
1503960366,53,04-05-2016,01:00
1503960366,47,04-05-2016,02:00
1503960366,47,04-05-2016,03:00
1503960366,47,04-05-2016,04:00
1503960366,47,04-05-2016,05:00
1503960366,47,04-05-2016,06:00
1503960366,47,04-05-2016,07:00
1503960366,53,04-05-2016,08:00
1503960366,125,04-05-2016,09:00
1503960366,87,04-05-2016,10:00
1503960366,65,04-05-2016,11:00
1503960366,75,04-05-2016,12:00
1503960366,76,04-05-2016,01:00
1503960366,152,04-05-2016,02:00
1503960366,65,04-05-2016,03:00
1503960366,64,04-05-2016,04:00
1503960366,71,04-05-2016,05:00
1503960366,145,04-05-2016,06:00
1503960366,78,04-05-2016,07:00
1503960366,124,04-05-2016,08:00
1503960366,110,04-05-2016,09:00
1503960366,63,04-05-2016,10:00
1503960366,52,04-05-2016,11:00
1503960366,56,05-05-2016,12:00
1503960366,58,05-05-2016,01:00
1503960366,52,05-05-2016,02:00
1503960366,47,05-05-2016,03:00
1503960366,53,05-05-2016,04:00
1503960366,47,05-05-2016,05:00
1503960366,49,05-05-2016,06:00
1503960366,51,05-05-2016,07:00
1503960366,61,05-05-2016,08:00
1503960366,131,05-05-2016,09:00
1503960366,78,05-05-2016,10:00
1503960366,59,05-05-2016,11:00
1503960366,75,05-05-2016,12:00
1503960366,110,05-05-2016,01:00
1503960366,75,05-05-2016,02:00
1503960366,72,05-05-2016,03:00
1503960366,102,05-05-2016,04:00
1503960366,154,05-05-2016,05:00
1503960366,95,05-05-2016,06:00
1503960366,82,05-05-2016,07:00
1503960366,79,05-05-2016,08:00
1503960366,219,05-05-2016,09:00
1503960366,95,05-05-2016,10:00
1503960366,60,05-05-2016,11:00
1503960366,68,06-05-2016,12:00
1503960366,51,06-05-2016,01:00
1503960366,57,06-05-2016,02:00
1503960366,47,06-05-2016,03:00
1503960366,48,06-05-2016,04:00
1503960366,47,06-05-2016,05:00
1503960366,48,06-05-2016,06:00
1503960366,51,06-05-2016,07:00
1503960366,63,06-05-2016,08:00
1503960366,134,06-05-2016,09:00
1503960366,85,06-05-2016,10:00
1503960366,65,06-05-2016,11:00
1503960366,72,06-05-2016,12:00
1503960366,66,06-05-2016,01:00
1503960366,83,06-05-2016,02:00
1503960366,104,06-05-2016,03:00
1503960366,78,06-05-2016,04:00
1503960366,73,06-05-2016,05:00
1503960366,127,06-05-2016,06:00
1503960366,172,06-05-2016,07:00
1503960366,73,06-05-2016,08:00
1503960366,83,06-05-2016,09:00
1503960366,78,06-05-2016,10:00
1503960366,124,06-05-2016,11:00
1503960366,65,07-05-2016,12:00
1503960366,48,07-05-2016,01:00
1503960366,50,07-05-2016,02:00
1503960366,47,07-05-2016,03:00
1503960366,48,07-05-2016,04:00
1503960366,47,07-05-2016,05:00
1503960366,47,07-05-2016,06:00
1503960366,47,07-05-2016,07:00
1503960366,61,07-05-2016,08:00
1503960366,59,07-05-2016,09:00
1503960366,133,07-05-2016,10:00
1503960366,164,07-05-2016,11:00
1503960366,62,07-05-2016,12:00
1503960366,55,07-05-2016,01:00
1503960366,64,07-05-2016,02:00
1503960366,65,07-05-2016,03:00
1503960366,68,07-05-2016,04:00
1503960366,64,07-05-2016,05:00
1503960366,71,07-05-2016,06:00
1503960366,91,07-05-2016,07:00
1503960366,59,07-05-2016,08:00
1503960366,140,07-05-2016,09:00
1503960366,209,07-05-2016,10:00
1503960366,55,07-05-2016,11:00
1503960366,62,08-05-2016,12:00
1503960366,48,08-05-2016,01:00
1503960366,47,08-05-2016,02:00
1503960366,47,08-05-2016,03:00
1503960366,48,08-05-2016,04:00
1503960366,47,08-05-2016,05:00
1503960366,48,08-05-2016,06:00
1503960366,47,08-05-2016,07:00
1503960366,47,08-05-2016,08:00
1503960366,47,08-05-2016,09:00
1503960366,47,08-05-2016,10:00
1503960366,47,08-05-2016,11:00
1503960366,85,08-05-2016,12:00
1503960366,65,08-05-2016,01:00
1503960366,98,08-05-2016,02:00
1503960366,68,08-05-2016,03:00
1503960366,58,08-05-2016,04:00
1503960366,69,08-05-2016,05:00
1503960366,261,08-05-2016,06:00
1503960366,107,08-05-2016,07:00
1503960366,88,08-05-2016,08:00
1503960366,101,08-05-2016,09:00
1503960366,92,08-05-2016,10:00
1503960366,66,08-05-2016,11:00
1503960366,60,09-05-2016,12:00
1503960366,47,09-05-2016,01:00
1503960366,47,09-05-2016,02:00
1503960366,47,09-05-2016,03:00
1503960366,47,09-05-2016,04:00
1503960366,49,09-05-2016,05:00
1503960366,81,09-05-2016,06:00
1503960366,63,09-05-2016,07:00
1503960366,58,09-05-2016,08:00
1503960366,58,09-05-2016,09:00
1503960366,69,09-05-2016,10:00
1503960366,74,09-05-2016,11:00
1503960366,79,09-05-2016,12:00
1503960366,52,09-05-2016,01:00
1503960366,51,09-05-2016,02:00
1503960366,53,09-05-2016,03:00
1503960366,176,09-05-2016,04:00
1503960366,125,09-05-2016,05:00
1503960366,90,09-05-2016,06:00
1503960366,115,09-05-2016,07:00
1503960366,117,09-05-2016,08:00
1503960366,168,09-05-2016,09:00
1503960366,47,09-05-2016,10:00
1503960366,47,09-05-2016,11:00
1503960366,47,10-05-2016,12:00
1503960366,58,10-05-2016,01:00
1503960366,47,10-05-2016,02:00
1503960366,47,10-05-2016,03:00
1503960366,47,10-05-2016,04:00
1503960366,47,10-05-2016,05:00
1503960366,47,10-05-2016,06:00
1503960366,53,10-05-2016,07:00
1503960366,67,10-05-2016,08:00
1503960366,118,10-05-2016,09:00
1503960366,76,10-05-2016,10:00
1503960366,102,10-05-2016,11:00
1503960366,63,10-05-2016,12:00
1503960366,73,10-05-2016,01:00
1503960366,66,10-05-2016,02:00
1503960366,101,10-05-2016,03:00
1503960366,83,10-05-2016,04:00
1503960366,88,10-05-2016,05:00
1503960366,160,10-05-2016,06:00
1503960366,127,10-05-2016,07:00
1503960366,164,10-05-2016,08:00
1503960366,77,10-05-2016,09:00
1503960366,50,10-05-2016,10:00
1503960366,53,10-05-2016,11:00
1503960366,72,11-05-2016,12:00
1503960366,54,11-05-2016,01:00
1503960366,54,11-05-2016,02:00
1503960366,49,11-05-2016,03:00
1503960366,47,11-05-2016,04:00
1503960366,47,11-05-2016,05:00
1503960366,47,11-05-2016,06:00
1503960366,53,11-05-2016,07:00
1503960366,78,11-05-2016,08:00
1503960366,144,11-05-2016,09:00
1503960366,89,11-05-2016,10:00
1503960366,75,11-05-2016,11:00
1503960366,63,11-05-2016,12:00
1503960366,101,11-05-2016,01:00
1503960366,130,11-05-2016,02:00
1503960366,72,11-05-2016,03:00
1503960366,70,11-05-2016,04:00
1503960366,67,11-05-2016,05:00
1503960366,208,11-05-2016,06:00
1503960366,90,11-05-2016,07:00
1503960366,114,11-05-2016,08:00
1624580081,55,12-04-2016,12:00
1624580081,51,12-04-2016,01:00
1624580081,50,12-04-2016,02:00
1624580081,51,12-04-2016,03:00
1624580081,50,12-04-2016,04:00
1624580081,50,12-04-2016,05:00
1624580081,50,12-04-2016,06:00
1624580081,50,12-04-2016,07:00
1624580081,51,12-04-2016,08:00
1624580081,74,12-04-2016,09:00
1624580081,141,12-04-2016,10:00
1624580081,56,12-04-2016,11:00
1624580081,57,12-04-2016,12:00
1624580081,54,12-04-2016,01:00
1624580081,55,12-04-2016,02:00
1624580081,52,12-04-2016,03:00
1624580081,54,12-04-2016,04:00
1624580081,63,12-04-2016,05:00
1624580081,62,12-04-2016,06:00
1624580081,77,12-04-2016,07:00
1624580081,60,12-04-2016,08:00
1624580081,50,12-04-2016,09:00
1624580081,50,12-04-2016,10:00
1624580081,70,12-04-2016,11:00
1624580081,58,13-04-2016,12:00
1624580081,51,13-04-2016,01:00
1624580081,50,13-04-2016,02:00
1624580081,50,13-04-2016,03:00
1624580081,50,13-04-2016,04:00
1624580081,50,13-04-2016,05:00
1624580081,50,13-04-2016,06:00
1624580081,50,13-04-2016,07:00
1624580081,51,13-04-2016,08:00
1624580081,90,13-04-2016,09:00
1624580081,112,13-04-2016,10:00
1624580081,68,13-04-2016,11:00
1624580081,59,13-04-2016,12:00
1624580081,50,13-04-2016,01:00
1624580081,55,13-04-2016,02:00
1624580081,50,13-04-2016,03:00
1624580081,59,13-04-2016,04:00
1624580081,56,13-04-2016,05:00
1624580081,79,13-04-2016,06:00
1624580081,52,13-04-2016,07:00
1624580081,54,13-04-2016,08:00
1624580081,66,13-04-2016,09:00
1624580081,50,13-04-2016,10:00
1624580081,52,13-04-2016,11:00
1624580081,51,14-04-2016,12:00
1624580081,50,14-04-2016,01:00
1624580081,51,14-04-2016,02:00
1624580081,50,14-04-2016,03:00
1624580081,50,14-04-2016,04:00
1624580081,50,14-04-2016,05:00
1624580081,50,14-04-2016,06:00
1624580081,51,14-04-2016,07:00
1624580081,95,14-04-2016,08:00
1624580081,118,14-04-2016,09:00
1624580081,60,14-04-2016,10:00
